pawPatrol1,pawPatrol2,pawPatrol3,pawPatrol4,blank,allowableKey,correctKey,correctKeyPressNum,posLoc,correctKeyPress,randomPaw,im_size,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_questions.thisRepN,trials_questions.thisTrialN,trials_questions.thisN,trials_questions.thisIndex,trials_test.thisRepN,trials_test.thisTrialN,trials_test.thisN,trials_test.thisIndex,trials_recogtest.thisRepN,trials_recogtest.thisTrialN,trials_recogtest.thisN,trials_recogtest.thisIndex,correctKey,repetitionNumber,stimulusPresent.t,trialCorrect,key_resp_9.keys,key_resp_9.corr,key_resp_9.rt,keyRespCorrect,questionsResponses,AnswerFinished.keys,AnswerFinished.rt,RecordAnswer.keys,RecordAnswer.rt,recallResponse,recallResponseTime,date,frameRate,expName,session,participant,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,['num_1'],,,,,,,,,,0,8,8,8,,,,,,,,,,,,,,,,,['num_1'],9,0.0556422562804,0,"['num_0', 'num_0', 'num_4', 'num_1', 'num_1']",0,"[0.0002888203598558903, 0.322612923104316, 0.35717005119659007, 1.27292389748618]",,,,,,,,,2018_Jun_10_1759,60.0220142301,sequenceLearningTask,001,132,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,['num_0'],,,,,,,,,,0,8,8,8,,,,,,,,,,,,,,,,,['num_0'],9,0.0558445127681,1,['num_0'],0,[0.32193517964333296],,,,,,,,,2018_Jun_10_1759,60.0220142301,sequenceLearningTask,001,132,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,['num_7'],,,,,,,,,,0,9,9,9,,,,,,,,,,,,,,,,,['num_7'],10,0.0512287179008,0,"['num_1', 'num_0', 'num_7']",0,"[0.00033641024492681026, 0.3244283078238368, 0.4074921025894582]",,,,,,,,,2018_Jun_10_1759,60.0220142301,sequenceLearningTask,001,132,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,['num_1'],,,,,,,,,,0,9,9,9,,,,,,,,,,,,,,,,,['num_1'],10,0.0596077947412,0,"['num_4', 'num_0', 'num_1']",0,"[0.0003126154188066721, 0.31794953835196793, 0.3511154870502651]",,,,,,,,,2018_Jun_10_1759,60.0220142301,sequenceLearningTask,001,132,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,['num_4'],,,,,,,,,,0,9,9,9,,,,,,,,,,,,,,,,,['num_4'],10,0.0536229743157,0,"['num_0', 'num_4']",0,"[0.00030112825334072113, 0.24098420492373407]",,,,,,,,,2018_Jun_10_1759,60.0220142301,sequenceLearningTask,001,132,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,['num_0'],,,,,,,,,,0,9,9,9,,,,,,,,,,,,,,,,,['num_0'],10,0.0554141537286,0,"['num_1', 'num_0']",0,"[0.272920205257833, 0.305705436039716]",,,,,,,,,2018_Jun_10_1759,60.0220142301,sequenceLearningTask,001,132,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,['num_0'],,,,,,,,,,0,9,9,9,,,,,,,,,,,,,,,,,['num_0'],10,0.0572065641172,0,"['num_1', 'num_0', 'num_0']",0,"[0.4215819488745183, 1.753883077064529]",,,,,,,,,2018_Jun_10_1759,60.0220142301,sequenceLearningTask,001,132,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,['num_4'],,,,,,,,,,0,9,9,9,,,,,,,,,,,,,,,,,['num_4'],10,0.0558990768623,1,['num_4'],0,[0.3044155896641314],,,,,,,,,2018_Jun_10_1759,60.0220142301,sequenceLearningTask,001,132,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,['num_1'],,,,,,,,,,0,9,9,9,,,,,,,,,,,,,,,,,['num_1'],10,0.0539039999712,1,['num_1'],0,[0.2904028717894107],,,,,,,,,2018_Jun_10_1759,60.0220142301,sequenceLearningTask,001,132,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,['num_0'],,,,,,,,,,0,9,9,9,,,,,,,,,,,,,,,,,['num_0'],10,0.0523909742478,1,['num_0'],0,[0.29224000009708107],,,,,,,,,2018_Jun_10_1759,60.0220142301,sequenceLearningTask,001,132,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,['num_7'],,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,['num_7'],1,0.0415774357971,1,['num_7'],0,[0.44609887176193297],,,,,,,,,2018_Jun_10_1759,60.0220142301,sequenceLearningTask,001,132,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,['num_1'],,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,['num_1'],1,0.0576886155177,1,['num_1'],0,[0.2700656410306692],,,,,,,,,2018_Jun_10_1759,60.0220142301,sequenceLearningTask,001,132,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,['num_4'],,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,['num_4'],1,0.0607864614576,1,['num_4'],0,[0.2834088206291199],,,,,,,,,2018_Jun_10_1759,60.0220142301,sequenceLearningTask,001,132,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,['num_0'],,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,['num_0'],1,0.0550822564401,1,['num_0'],0,[0.3047864616382867],,,,,,,,,2018_Jun_10_1759,60.0220142301,sequenceLearningTask,001,132,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,['num_0'],,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,['num_0'],1,0.0545255383477,0,"['num_1', 'num_0']",0,"[0.35748758958652616, 0.7244886152911931]",,,,,,,,,2018_Jun_10_1759,60.0220142301,sequenceLearningTask,001,132,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,['num_4'],,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,['num_4'],1,0.0699762052391,1,['num_4'],0,[0.3560369231272489],,,,,,,,,2018_Jun_10_1759,60.0220142301,sequenceLearningTask,001,132,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,['num_1'],,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,['num_1'],1,0.0517074870877,1,['num_1'],0,[0.29376287176273763],,,,,,,,,2018_Jun_10_1759,60.0220142301,sequenceLearningTask,001,132,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,['num_0'],,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,['num_0'],1,0.0543671795167,1,['num_0'],0,[0.27351794857531786],,,,,,,,,2018_Jun_10_1759,60.0220142301,sequenceLearningTask,001,132,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,['num_7'],,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,['num_7'],2,0.0561493332498,0,"['num_4', 'num_4', 'num_4', 'num_7']",0,"[0.26902441028505564, 0.6028356922324747, 0.8699675896205008, 0.9192057435866445]",,,,,,,,,2018_Jun_10_1759,60.0220142301,sequenceLearningTask,001,132,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,['num_1'],,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,['num_1'],2,0.0525423588697,0,"['num_4', 'num_1']",0,"[0.341787897516042, 0.6583351795561612]",,,,,,,,,2018_Jun_10_1759,60.0220142301,sequenceLearningTask,001,132,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,['num_4'],,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,['num_4'],2,0.0583007179666,0,"['num_7', 'num_4']",0,"[0.4200742563698441, 0.4522088204976171]",,,,,,,,,2018_Jun_10_1759,60.0220142301,sequenceLearningTask,001,132,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,['num_0'],,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,['num_0'],2,0.0601025640499,0,"['num_1', 'num_0', 'num_0']",0,"[0.319060102570802, 1.1510744616389275]",,,,,,,,,2018_Jun_10_1759,60.0220142301,sequenceLearningTask,001,132,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,['num_0'],,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,['num_0'],2,0.0576430771034,1,['num_0'],0,[0.3694063590373844],,,,,,,,,2018_Jun_10_1759,60.0220142301,sequenceLearningTask,001,132,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,['num_4'],,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,['num_4'],2,0.0552972306032,1,['num_4'],0,[0.3395031795371324],,,,,,,,,2018_Jun_10_1759,60.0220142301,sequenceLearningTask,001,132,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,['num_1'],,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,['num_1'],2,0.0557727180421,1,['num_1'],0,[0.28690789733082056],,,,,,,,,2018_Jun_10_1759,60.0220142301,sequenceLearningTask,001,132,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,['num_0'],,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,['num_0'],2,0.0517226667143,1,['num_0'],0,[0.27632615389302373],,,,,,,,,2018_Jun_10_1759,60.0220142301,sequenceLearningTask,001,132,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,['num_7'],,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,['num_7'],3,0.0518555897288,0,"['num_4', 'num_4', 'num_7']",0,"[0.25843610242009163, 0.5583893333096057, 0.8578584613278508]",,,,,,,,,2018_Jun_10_1759,60.0220142301,sequenceLearningTask,001,132,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,['num_1'],,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,['num_1'],3,0.0549136409536,0,"['num_4', 'num_1']",0,"[0.37168205133639276, 0.5056110769510269]",,,,,,,,,2018_Jun_10_1759,60.0220142301,sequenceLearningTask,001,132,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,['num_4'],,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,['num_4'],3,0.0555515899323,1,['num_4'],0,[0.35606687190011144],,,,,,,,,2018_Jun_10_1759,60.0220142301,sequenceLearningTask,001,132,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,['num_0'],,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,['num_0'],3,0.0559934359044,1,['num_0'],0,[0.3709591794759035],,,,,,,,,2018_Jun_10_1759,60.0220142301,sequenceLearningTask,001,132,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,['num_0'],,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,['num_0'],3,0.0613731283229,1,['num_0'],0,[0.3655868717469275],,,,,,,,,2018_Jun_10_1759,60.0220142301,sequenceLearningTask,001,132,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,['num_4'],,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,['num_4'],3,0.0604295386001,1,['num_4'],0,[0.267190974438563],,,,,,,,,2018_Jun_10_1759,60.0220142301,sequenceLearningTask,001,132,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,['num_1'],,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,['num_1'],3,0.0527171280701,1,['num_1'],0,[0.3076090256217867],,,,,,,,,2018_Jun_10_1759,60.0220142301,sequenceLearningTask,001,132,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,['num_0'],,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,['num_0'],3,0.0550781539641,1,['num_0'],0,[0.2839113846421242],,,,,,,,,2018_Jun_10_1759,60.0220142301,sequenceLearningTask,001,132,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,['num_7'],,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,['num_7'],4,0.0576771281194,0,"['num_4', 'num_7']",0,"[0.23446317948400974, 0.3847261539194733]",,,,,,,,,2018_Jun_10_1759,60.0220142301,sequenceLearningTask,001,132,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,['num_1'],,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,['num_1'],4,0.0510683078319,0,"['num_4', 'num_1']",0,"[0.2431831795256585, 0.32658420503139496]",,,,,,,,,2018_Jun_10_1759,60.0220142301,sequenceLearningTask,001,132,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,['num_4'],,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,['num_4'],4,0.0573936409783,0,"['num_7', 'num_4']",0,"[0.288001230917871, 0.40326153859496117]",,,,,,,,,2018_Jun_10_1759,60.0220142301,sequenceLearningTask,001,132,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,['num_0'],,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,['num_0'],4,0.0581234872807,1,['num_0'],0,[0.3358925129286945],,,,,,,,,2018_Jun_10_1759,60.0220142301,sequenceLearningTask,001,132,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,['num_0'],,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,['num_0'],4,0.0541128204204,1,['num_0'],0,[0.35506994859315455],,,,,,,,,2018_Jun_10_1759,60.0220142301,sequenceLearningTask,001,132,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,['num_4'],,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,['num_4'],4,0.06119999988,1,['num_4'],0,[0.28273928188718855],,,,,,,,,2018_Jun_10_1759,60.0220142301,sequenceLearningTask,001,132,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,['num_1'],,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,['num_1'],4,0.0659917946905,1,['num_1'],0,[0.3109735385514796],,,,,,,,,2018_Jun_10_1759,60.0220142301,sequenceLearningTask,001,132,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,['num_0'],,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,['num_0'],4,0.0526490255725,1,['num_0'],0,[0.3752447178121656],,,,,,,,,2018_Jun_10_1759,60.0220142301,sequenceLearningTask,001,132,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,['num_7'],,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,['num_7'],5,0.0510059485678,1,['num_7'],0,[0.25894235889427364],,,,,,,,,2018_Jun_10_1759,60.0220142301,sequenceLearningTask,001,132,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,['num_1'],,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,['num_1'],5,0.0583249230403,1,['num_1'],0,[0.33549538464285433],,,,,,,,,2018_Jun_10_1759,60.0220142301,sequenceLearningTask,001,132,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,['num_4'],,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,['num_4'],5,0.0587122051511,1,['num_4'],0,[0.3363035898655653],,,,,,,,,2018_Jun_10_1759,60.0220142301,sequenceLearningTask,001,132,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,['num_0'],,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,['num_0'],5,0.0582966152579,1,['num_0'],0,[0.3033382564317435],,,,,,,,,2018_Jun_10_1759,60.0220142301,sequenceLearningTask,001,132,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,['num_0'],,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,['num_0'],5,0.0506223589182,1,['num_0'],0,[0.3769542563240975],,,,,,,,,2018_Jun_10_1759,60.0220142301,sequenceLearningTask,001,132,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,['num_4'],,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,['num_4'],5,0.0592648205347,1,['num_4'],0,[0.3182432819157839],,,,,,,,,2018_Jun_10_1759,60.0220142301,sequenceLearningTask,001,132,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,['num_1'],,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,['num_1'],5,0.0534482053481,1,['num_1'],0,[0.2905197946820408],,,,,,,,,2018_Jun_10_1759,60.0220142301,sequenceLearningTask,001,132,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,['num_0'],,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,['num_0'],5,0.0502309743315,1,['num_0'],0,[0.3616295384708792],,,,,,,,,2018_Jun_10_1759,60.0220142301,sequenceLearningTask,001,132,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,['num_7'],,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,['num_7'],6,0.0545193846337,1,['num_7'],0,[0.23779733339324594],,,,,,,,,2018_Jun_10_1759,60.0220142301,sequenceLearningTask,001,132,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,['num_1'],,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,['num_1'],6,0.0530970257241,0,"['num_4', 'num_1']",0,"[0.2743089231662452, 0.3249329230748117]",,,,,,,,,2018_Jun_10_1759,60.0220142301,sequenceLearningTask,001,132,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,['num_4'],,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,['num_4'],6,0.0590166153852,1,['num_4'],0,[0.302226051222533],,,,,,,,,2018_Jun_10_1759,60.0220142301,sequenceLearningTask,001,132,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,['num_0'],,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,['num_0'],6,0.0545591795817,1,['num_0'],0,[0.10675446153618395],,,,,,,,,2018_Jun_10_1759,60.0220142301,sequenceLearningTask,001,132,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,['num_0'],,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,['num_0'],6,0.0668931282125,1,['num_0'],0,[0.3603532307315618],,,,,,,,,2018_Jun_10_1759,60.0220142301,sequenceLearningTask,001,132,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,['num_4'],,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,['num_4'],6,0.0551450254861,1,['num_4'],0,[0.339364102575928],,,,,,,,,2018_Jun_10_1759,60.0220142301,sequenceLearningTask,001,132,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,['num_1'],,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,['num_1'],6,0.0522662561852,1,['num_1'],0,[0.2585304614622146],,,,,,,,,2018_Jun_10_1759,60.0220142301,sequenceLearningTask,001,132,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,['num_0'],,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,['num_0'],6,0.0512467692606,1,['num_0'],0,[0.27529189735651016],,,,,,,,,2018_Jun_10_1759,60.0220142301,sequenceLearningTask,001,132,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,['num_7'],,,,,,,,,,0,6,6,6,,,,,,,,,,,,,,,,,['num_7'],7,0.069805128267,1,['num_7'],0,[0.27224533329717815],,,,,,,,,2018_Jun_10_1759,60.0220142301,sequenceLearningTask,001,132,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,['num_1'],,,,,,,,,,0,6,6,6,,,,,,,,,,,,,,,,,['num_1'],7,0.050256410148,1,['num_1'],0,[0.32706666667945683],,,,,,,,,2018_Jun_10_1759,60.0220142301,sequenceLearningTask,001,132,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,['num_4'],,,,,,,,,,0,6,6,6,,,,,,,,,,,,,,,,,['num_4'],7,0.0630880000535,1,['num_4'],0,[0.3297349743079394],,,,,,,,,2018_Jun_10_1759,60.0220142301,sequenceLearningTask,001,132,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,['num_0'],,,,,,,,,,0,6,6,6,,,,,,,,,,,,,,,,,['num_0'],7,0.0666219487321,1,['num_0'],0,[0.27631179499439895],,,,,,,,,2018_Jun_10_1759,60.0220142301,sequenceLearningTask,001,132,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,['num_0'],,,,,,,,,,0,6,6,6,,,,,,,,,,,,,,,,,['num_0'],7,0.0534387691878,1,['num_0'],0,[0.35752615379169583],,,,,,,,,2018_Jun_10_1759,60.0220142301,sequenceLearningTask,001,132,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,['num_4'],,,,,,,,,,0,6,6,6,,,,,,,,,,,,,,,,,['num_4'],7,0.0550424614921,1,['num_4'],0,[0.2900430769659579],,,,,,,,,2018_Jun_10_1759,60.0220142301,sequenceLearningTask,001,132,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,['num_1'],,,,,,,,,,0,6,6,6,,,,,,,,,,,,,,,,,['num_1'],7,0.0526157948188,1,['num_1'],0,[0.2754190769046545],,,,,,,,,2018_Jun_10_1759,60.0220142301,sequenceLearningTask,001,132,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,['num_0'],,,,,,,,,,0,6,6,6,,,,,,,,,,,,,,,,,['num_0'],7,0.0556570256595,1,['num_0'],0,[0.28858994878828526],,,,,,,,,2018_Jun_10_1759,60.0220142301,sequenceLearningTask,001,132,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,['num_7'],,,,,,,,,,0,7,7,7,,,,,,,,,,,,,,,,,['num_7'],8,0.0500180511735,1,['num_7'],0,[0.24335917946882546],,,,,,,,,2018_Jun_10_1759,60.0220142301,sequenceLearningTask,001,132,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,['num_1'],,,,,,,,,,0,7,7,7,,,,,,,,,,,,,,,,,['num_1'],8,0.0539019487333,0,"['num_4', 'num_1']",0,"[0.2569928204175085, 0.3070613332092762]",,,,,,,,,2018_Jun_10_1759,60.0220142301,sequenceLearningTask,001,132,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,['num_4'],,,,,,,,,,0,7,7,7,,,,,,,,,,,,,,,,,['num_4'],8,0.0565099488012,1,['num_4'],0,[0.2714141539763659],,,,,,,,,2018_Jun_10_1759,60.0220142301,sequenceLearningTask,001,132,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,['num_0'],,,,,,,,,,0,7,7,7,,,,,,,,,,,,,,,,,['num_0'],8,0.0576463588513,1,['num_0'],0,[0.25398687180131674],,,,,,,,,2018_Jun_10_1759,60.0220142301,sequenceLearningTask,001,132,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,['num_0'],,,,,,,,,,0,7,7,7,,,,,,,,,,,,,,,,,['num_0'],8,0.0554465639871,0,"['num_7', 'num_0']",0,"[0.28938871808350086, 0.489354666788131]",,,,,,,,,2018_Jun_10_1759,60.0220142301,sequenceLearningTask,001,132,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,['num_4'],,,,,,,,,,0,7,7,7,,,,,,,,,,,,,,,,,['num_4'],8,0.0539314870257,0,"['num_0', 'num_4']",0,"[0.29155487194657326, 0.45748594868928194]",,,,,,,,,2018_Jun_10_1759,60.0220142301,sequenceLearningTask,001,132,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,['num_1'],,,,,,,,,,0,7,7,7,,,,,,,,,,,,,,,,,['num_1'],8,0.0565768205561,1,['num_1'],0,[0.30461497441865504],,,,,,,,,2018_Jun_10_1759,60.0220142301,sequenceLearningTask,001,132,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,['num_0'],,,,,,,,,,0,7,7,7,,,,,,,,,,,,,,,,,['num_0'],8,0.05845866655,1,['num_0'],0,[0.26889230753295124],,,,,,,,,2018_Jun_10_1759,60.0220142301,sequenceLearningTask,001,132,
